Tên phim,Link review,Thể loại,Ảnh
Mình Yêu Nhau Đi,https://www.momo.vn/cinema/happy-ending-839/review,"Chính kịch, Hài, Lãng mạn",https://cinema.momocdn.net/img/85196401728764265-ghlLbe1i3LP2dkLule09MqxLxqv.jpg
Chúa Tể Của Những Chiếc Nhẫn: Nghĩa Tình Huynh Đệ,https://www.momo.vn/cinema/the-lord-of-the-rings-the-fellowship-of-the-ring-832/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/83925726540293322-tqj7NKj11keFuLzPsBDMUq2dOUO.jpg
Nhóc Trùm: Nối Nghiệp Gia Đình,https://www.momo.vn/cinema/the-boss-baby-family-business-482/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142402-637908998429806074.jpg
Bóng Đá Nữ Việt Nam: Chuyện Lần Đầu Kể,https://www.momo.vn/cinema/bong-da-nu-viet-nam-chuyen-lan-dau-ke-24083/review,Tài liệu,https://cinema.momocdn.net/img/58257520243583934-6.jpg
Ác Mộng Tuổi 21,https://www.momo.vn/cinema/dont-close-your-eyes-23707/review,Kinh dị,https://cinema.momocdn.net/img/26133526086357592-maxresdefault%20(22
Phi Vụ Đào Mỏ,https://www.momo.vn/cinema/scamsgiving-947/review,"Gia đình, Hài",https://cinema.momocdn.net/img/2889745448627516-gh76knAv7wtDJdrbDvQPmqhoZ4e.jpg
Thoát Khỏi Mogadishu,https://www.momo.vn/cinema/escape-from-mogadishu-786/review,"Chính kịch, Chiến tranh, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220711160238-637931521585639917.jpg
Cuộc Chiến Hủy Diệt,https://www.momo.vn/cinema/skylin3s-538/review,"Khoa học - Viễn tưởng, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142525-637908999256760935.jpg
Biệt Đội Hot Girl,https://www.momo.vn/cinema/biet-doi-hot-girl-24081/review,"Hình sự, Hài, Hành động, Lãng mạn",https://cinema.momocdn.net/img/57970788775140730-Untitled-2.jpg
Bí Mật: Bản Nhạc Ẩn Giấu,https://www.momo.vn/cinema/secret-a-hidden-score-23986/review,"Giả tưởng, Lãng mạn",https://cinema.momocdn.net/img/52618031846284630-uHYBvSvke7c63g56LjIrqzD2lVn.jpg
Kẻ Giám Hộ,https://www.momo.vn/cinema/a-man-of-reason-23619/review,"Chính kịch, Gay cấn, Hành động",https://cinema.momocdn.net/img/17492900868160446-jVFeUR259RcW57mzhqJogV3QnLa.jpg
Cuộc Chiến Bất Tử,https://www.momo.vn/cinema/how-to-save-the-immortal-956/review,"Gia đình, Khoa học - Viễn tưởng, Hài, Lãng mạn, Hoạt hình",https://cinema.momocdn.net/img/4188313725860109-1qp7AldNbB7dRb8grChUeIwVOL7.jpg
"Em Yêu, Đừng Sợ",https://www.momo.vn/cinema/dont-worry-darling-821/review,"Chính kịch, Gay cấn, Bí ẩn, Tâm lý",https://cinema.momocdn.net/img/83213725210580946-4O9kFXsBjlxtgzXWHfgMS9CjhbN.jpg
Người lắng nghe: Lời thì thầm,https://www.momo.vn/cinema/nguoi-lang-nghe-loi-thi-tham-625/review,"Gay cấn, Bí ẩn, Tâm lý",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142905-637909001459258651.jpg
Thám Tử Lừng Danh Conan: Viên Đạn Đỏ,https://www.momo.vn/cinema/detective-conan-the-scarlet-bullet-83/review,"Gay cấn, Bí ẩn, Hình sự, Hành động, Lãng mạn, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135323-637908980034466173.jpg
Bạn Quỷ,https://www.momo.vn/cinema/come-play-513/review,"Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142459-637908998990581666.jpg
Tiếng Gọi Của Oán Hồn,https://www.momo.vn/cinema/who-is-that-girl-24071/review,Kinh dị,https://cinema.momocdn.net/img/57618825362703609-6xUDHFU16sUAuO10yky7DZVuAZM.jpg
Xin Chào Jadoo: Đại Dương Diệu Kỳ,https://www.momo.vn/cinema/hello-jadoo-special-under-the-sea-23911/review,Hoạt hình,https://cinema.momocdn.net/img/76903113581516164-3oMhAQR2uZ8gocopds5cGZQSpNi.jpg
Đêm Hẹn Hò Đẫm Máu,https://www.momo.vn/cinema/chabak-23696/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/25292240198638087-dAfvQUiq1BGpzZg9fdSvkOjPnQp.jpg
KANGDANIEL: Chạm Đến Giấc Mơ,https://www.momo.vn/cinema/kang-daniel-my-parade-23631/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/19222008674166920-x8fzSVEh4eiTBctcO96MrMgrjYW.jpg
Oán Hồn,https://www.momo.vn/cinema/the-creeping-1000/review,Kinh dị,https://cinema.momocdn.net/img/b5bd2f7e-fd37-47a5-b7db-6d8b02104c72-67607346511010681.jpg
Tiễn Biệt Chồng Yêu,https://www.momo.vn/cinema/killing-romance-1001/review,"Gay cấn, Hài",https://homepage.momocdn.net/cinema/momo-upload-api-230525154239-638206261594353208.jpg
Thế Thân,https://www.momo.vn/cinema/the-other-child-861/review,"Bí ẩn, Kinh dị",https://cinema.momocdn.net/img/88236271778810860-thumb.jpg
Amsterdam,https://www.momo.vn/cinema/amsterdam-784/review,"Chính kịch, Gay cấn, Tâm lý, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220707133406-637927976463093282.jpg
Ác Quái,https://www.momo.vn/cinema/nix-835/review,"Gay cấn, Kinh dị",https://cinema.momocdn.net/img/84436851425618144-eWYJJComSRrnThuN4HlMmtnP1Nt.jpg
Evangelion: 3.0+1.0 Ba Lần Ngày Xưa,https://www.momo.vn/cinema/evangelion-30-10-thrice-upon-a-time-thrice-upon-a-time-828/review,"Chính kịch, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://cinema.momocdn.net/img/83485166490159232-1EAxNqdkVnp48a7NUuNBHGflowM.jpg
Harry Potter và Hòn Đá Phù Thủy,https://www.momo.vn/cinema/harry-potter-and-the-philosophers-stone-687/review,"Viễn Tây, Phiêu lưu",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143123-637909002832251760.jpg
Bản Tin Chết,https://www.momo.vn/cinema/the-anchor-683/review,"Gay cấn, Trinh thám, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143114-637909002740733605.jpg
Vùng Đất Câm Lặng 2,https://www.momo.vn/cinema/vung-dat-cam-lang-2-397/review,"Chính kịch, Gay cấn, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135804-637908982840943994.jpg
Tay Xạ Thủ,https://www.momo.vn/cinema/the-marksman-561/review,"Gay cấn, Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142621-637908999815915749.jpg
Tội Ác Thinh Lặng,https://www.momo.vn/cinema/stone-skipping-517/review,Chính kịch,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142503-637908999030529509.jpg
Đừng Buông Tay,https://www.momo.vn/cinema/never-let-go-24094/review,"Chính kịch, Kinh dị",https://cinema.momocdn.net/img/51164349335277173-l8OyAXEp5FKZWmDhqJMbiwAEvz.jpg
Arkie và Ngày Mặt Trời Mất Tích,https://www.momo.vn/cinema/scarygirl-23725/review,"Phiêu lưu, Hoạt hình",https://cinema.momocdn.net/img/29086768592732707-hglZzptsgCdC62kT436nL7cXDca.jpg
Những Kẻ Thao Túng,https://www.momo.vn/cinema/hypnotic-995/review,"Gay cấn, Bí ẩn, Hình sự",https://cinema.momocdn.net/img/9031046827114176-tbQ7bEg5qnk7zR1bsi4xMqnaIRu.jpg
Ước Gì Được Nấy,https://www.momo.vn/cinema/switch-913/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/94295198409263216-ivUOT7czxrz9uR3K8KV5D2JchBi.jpg
Ăn Cưới Gặp Ăn Cướp,https://www.momo.vn/cinema/shotgun-wedding-902/review,"Hài, Hành động",https://cinema.momocdn.net/img/92384667315180094-1iUHX2c24DIDQJYBSImmyKr0GHn.jpg
Tấm Vé Đến Thiên Đường,https://www.momo.vn/cinema/ticket-to-paradise-805/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/80292038888362351-1HtkO6fEMeB65xKak5LakfrKOrd.jpg
Thần Bịp: Tay Sát Gái,https://www.momo.vn/cinema/tazza-2-the-hidden-card-611/review,"Chính kịch, Gay cấn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142816-637909000962905375.jpg
Phòng Chat Quỷ Ám,https://www.momo.vn/cinema/host-560/review,"Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142619-637908999798615508.jpg
Riam: Nữ Quái Nổi Loạn,https://www.momo.vn/cinema/riam-475/review,"Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142352-637908998323337638.jpg
Bước Chân Dũng Cảm,https://www.momo.vn/cinema/the-unbreakable-boy-24227/review,Tâm lý,https://image.tmdb.org/t/p/w780/3pxw8nebAow801XgvEebxI5TTrF.jpg
Hai Khoảng Trời Song Song,https://www.momo.vn/cinema/under-parallel-skies-23863/review,"Chính kịch, Lãng mạn",https://cinema.momocdn.net/img/100924632695389810-2KY3rb2WpR86kDlZzvTjS4mJjNj.jpg
Yêu Không Sợ Hãi,https://www.momo.vn/cinema/fearless-love-862/review,"Tâm lý, Kinh dị, Hài, Lãng mạn",https://cinema.momocdn.net/img/88236010187720214-vLI8s0xbiyLAMxmsfZiCdM5bXt6.jpg
Giới Hạn Truy Lùng,https://www.momo.vn/cinema/limit-819/review,"Gay cấn, Hình sự",https://cinema.momocdn.net/img/82694703410772626-8HOGCOnZn9T10htivZ95CGdko8F.jpg
Karem: Vật Chứa Tử Thần,https://www.momo.vn/cinema/karem-la-posesion-785/review,"Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220711160237-637931521576034948.jpg
Mồi Cá Mập,https://www.momo.vn/cinema/shark-bait-689/review,"Gay cấn, Kinh dị, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143126-637909002862029774.jpg
Kẻ Thứ Ba,https://www.momo.vn/cinema/ke-thu-ba-685/review,"Chính kịch, Tâm lý, Tình cảm",https://cinema.momocdn.net/img/07962064-79a9-4af4-b628-a53e21b6a6a3-4264800036583216.png
Bố Là Con Gái Mẹ Tôi,https://www.momo.vn/cinema/family-swap-626/review,"Gia đình, Khoa học - Viễn tưởng, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142907-637909001476938825.jpg
BLACKPINK: THE MOVIE,https://www.momo.vn/cinema/blackpink-the-movie-593/review,"Âm Nhạc, Tài liệu",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142733-637909000537838087.jpg
Thần Bịp: Jack Chột,https://www.momo.vn/cinema/tazza-one-eyed-jack-568/review,"Chính kịch, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142628-637908999889343906.jpg
Thiên Tài Ném Phao,https://www.momo.vn/cinema/bad-genius-2024-24136/review,"Chính kịch, Gay cấn",https://cinema.momocdn.net/img/95639436696465060-28CEBwLDmLPMJKwAyBkfUqSW5.jpg
NCT DREAM Mystery Lab: DREAM( )SCAPE in Cinemas,https://www.momo.vn/cinema/nct-dream-mystery-lab-dream-scape-in-cinemas-24204/review,"Âm Nhạc, Tài liệu",https://image.tmdb.org/t/p/w780/ltU1bL4i6v52STYXlUwH5mTh6Y9.jpg
Tiếng Gọi Từ Địa Ngục,https://www.momo.vn/cinema/calling-from-the-grave-23949/review,Kinh dị,https://cinema.momocdn.net/img/52005012301248372-640wx396h-calling.jpg
Gia Tộc Chết Chóc,https://www.momo.vn/cinema/the-curse-of-medea-23605/review,"Gay cấn, Ma, Kinh dị",https://cinema.momocdn.net/img/17333300304135805-maxresdefault%20(13
Hội Người Nghiện Gội Đầu,https://www.momo.vn/cinema/miss-shampoo-23620/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/17492044076257535-maxresdefault%20(14
Xâm Chiếm Vật Chủ,https://www.momo.vn/cinema/the-one-hundred-874/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/89449585422472374-oijKQd7jcaAwq3aLoUiGo1abeV3.jpg
Harry Potter và Chiếc Cốc Lửa,https://www.momo.vn/cinema/harry-potter-and-the-goblet-of-fire-857/review,"Gia đình, Phiêu lưu, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/87789885600535103-5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg
Linh Hồn Vũ Nữ,https://www.momo.vn/cinema/kkn-di-desa-penari-795/review,"Ma, Kinh dị",https://cinema.momocdn.net/img/78653918287691149-aZ8365UJquswZof2R6LQAoAU04k.jpg
Harry Potter và Tù Nhân Ngục Azkaban,https://www.momo.vn/cinema/harry-potter-and-the-prisoner-of-azkaban-775/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/75695774918739407-vbk5CfaAHOjQPSAcYm6AoRRz2Af.jpg
Qua Bển Làm Chi,https://www.momo.vn/cinema/qua-ben-lam-chi-659/review,"Hài, Lãng mạn",https://cinema.momocdn.net/img/db497606-0a90-43d3-a0c2-73299cfd7c40-4275240057913898.png
Con Hẻm Ác Mộng,https://www.momo.vn/cinema/nightmare-alley-650/review,"Chính kịch, Gay cấn, Hình sự",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142935-637909001759507565.jpg
Đêm Trói Buộc,https://www.momo.vn/cinema/the-night-541/review,"Chính kịch, Gay cấn, Bí ẩn, Tâm lý, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142545-637908999453698798.jpg
Phi Vụ Đen,https://www.momo.vn/cinema/blacklight-639/review,"Gay cấn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142919-637909001593510432.jpg
Chuyến Phiêu Lưu Trời Ơi Đất Hỡi,https://www.momo.vn/cinema/knutsen-ludvigsen-2-det-store-dyret-636/review,"Gia đình, Phiêu lưu, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142916-637909001567918370.jpg
Hố Sụt Tử Thần,https://www.momo.vn/cinema/the-sink-hole-592/review,"Chính kịch, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142732-637909000523146697.jpg
Suicide Squad: Điệp vụ cảm tử,https://www.momo.vn/cinema/the-suicide-squad-535/review,"Siêu anh hùng, Phiêu lưu, Hình sự, Hài, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142519-637908999191152456.jpg
The Conjuring: Ma Xui Quỷ Khiến,https://www.momo.vn/cinema/the-conjuring-the-devil-made-me-do-it-78/review,"Gay cấn, Bí ẩn, Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135315-637908979950609628.jpg
Bàn Tay Diệt Quỷ,https://www.momo.vn/cinema/demon-hunter-84/review,"Ma, Kinh dị, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615135324-637908980040272580.jpg
Đường Cong Của Quỷ,https://www.momo.vn/cinema/the-cursed-lesson-503/review,Kinh dị,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142431-637908998713696960.jpg
Cuộc Giải Cứu Sinh Tử,https://www.momo.vn/cinema/redemption-d-501/review,"Gay cấn, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142429-637908998697588633.jpg
Sám Hối,https://www.momo.vn/cinema/sam-hoi-466/review,"Chính kịch, Gia đình, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142345-637908998256096611.jpg
Đại Dịch Cúm,https://www.momo.vn/cinema/flu-461/review,"Chính kịch, Thảm hoạ, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142343-637908998235489045.jpg
Cuộc Đào Tẩu Trên Không,https://www.momo.vn/cinema/flight-risk-24231/review,"Gay cấn, Hình sự, Hành động",https://image.tmdb.org/t/p/w780/rOMLLMGgDgGG6XeT3P8sUdUb8nl.jpg
Kẻ Đóng Thế,https://www.momo.vn/cinema/stuntman-24131/review,"Chính kịch, Hành động",https://cinema.momocdn.net/img/51335019472262018-DlXdNS5JmM5WPSk5H64ritDy5.jpg
Resident Evil: Đảo Tử Thần,https://www.momo.vn/cinema/resident-evil-dead-island-23580/review,"Kinh dị, Hành động, Hoạt hình",https://cinema.momocdn.net/img/13882047356588929-qML773ukKgeJHBOsLyI4ZhrNGZx.jpg
Giáo Sĩ Qodrat,https://www.momo.vn/cinema/qodrat-944/review,"Chính kịch, Ma, Kinh dị, Hành động",https://cinema.momocdn.net/img/2297264138461410-zRQZOqbkxf2wguBahJ6iOdJT7BX.jpg
Tử Tù Hồi Sinh,https://www.momo.vn/cinema/the-lockdown-hauntings-906/review,Kinh dị,https://cinema.momocdn.net/img/93175408828683235-xpKEhcQSEn2PmH0UwXdZe7FxHVx.jpg
Hãy Chăm Sóc Mẹ,https://www.momo.vn/cinema/take-care-of-my-mom-899/review,"Chính kịch, Tâm lý",https://cinema.momocdn.net/img/91950849739972814-7cVbl7kviABxBg48ZQDcf9du1rf.jpg
Cưới Em Đi,https://www.momo.vn/cinema/marry-me-622/review,"Âm Nhạc, Tình cảm, Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142901-637909001410074547.jpg
PAW Patrol: Đội Đặc Nhiệm Siêu Đẳng,https://www.momo.vn/cinema/paw-patrol-the-movie-616/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142822-637909001027563386.jpg
Kiều @,https://www.momo.vn/cinema/kieu-542/review,"Chính kịch, Gay cấn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142548-637908999487748129.png
Võ Sinh Đại Chiến,https://www.momo.vn/cinema/vo-sinh-dai-chien-536/review,"Hành động, Võ thuật",https://cinema.momocdn.net/img/9560162f-170b-47e5-ac33-6a942c7253e7-4252320219183242.png
Quái Đản,https://www.momo.vn/cinema/freaky-512/review,"Gay cấn, Kinh dị, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142457-637908998973481152.jpg
Trapezium,https://www.momo.vn/cinema/trapezium-24141/review,"Chính kịch, Âm Nhạc, Hoạt hình",https://image.tmdb.org/t/p/w780/f7L0CMVMnlV2FRlWASw9Yu6zYEQ.jpg
Khi Bầu Trời Gặp Biển Cả Ở Giữa Là Chúng Ta,https://www.momo.vn/cinema/hand-in-hand-24054/review,"Chính kịch, Lãng mạn",https://cinema.momocdn.net/img/56917233411170875-Capture-2024-10-02-112111.png
Gấu Béo Tung Chưởng,https://www.momo.vn/cinema/combat-wombat-back-2-back-23812/review,"Gia đình, Hài, Hành động, Hoạt hình",https://cinema.momocdn.net/img/57931757198079449-jpTww2MaDju4JrE4ZjriwbBln6B.jpg
Mobile Suit Gundam SEED FREEDOM,https://www.momo.vn/cinema/mobile-suit-gundam-seed-freedom-23805/review,"Chính kịch, Khoa học - Viễn tưởng, Hành động, Hoạt hình",https://cinema.momocdn.net/img/51600478788737399-oe6wfHJ6i6b1YR0DLJJ7V0XTmLf.jpg
Oán Linh,https://www.momo.vn/cinema/confinement-23700/review,"Gay cấn, Ma",https://cinema.momocdn.net/img/25870517164389412-thumb_1.jpg
My Boyfriend in Orange,https://www.momo.vn/cinema/my-boyfriend-in-orange-23634/review,"Chính kịch, Lãng mạn",https://cinema.momocdn.net/img/19505099197943069-xIpVsOGaKuguTQl5k6IGJeDzp6k.jpg
Nơi Ta Gặp Nhau,https://www.momo.vn/cinema/loser-lover-1004/review,"Chính kịch, Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/10863558961599122-loser_lover___n_i_ta_g_p_nhau__preshow_kt_1350wx900h_020623.jpg
Bé Tiên Rắc Rối,https://www.momo.vn/cinema/my-fairy-troublemaker-936/review,"Gia đình, Khoa học - Viễn tưởng, Hài, Hoạt hình",https://cinema.momocdn.net/img/1777949313082779-aI81IF6f68Nne2NFttKhyQMdJdN.jpg
Quý Ông Số Đỏ,https://www.momo.vn/cinema/gentlemen-912/review,"Tâm lý, Hình sự, Hành động",https://cinema.momocdn.net/img/94295373103440096-sjKnKEDHnjzsOmUHtqQ2hKTqgv2.jpg
Sadako DX: Thao Túng,https://www.momo.vn/cinema/sadako-dx-882/review,"Bí ẩn, Ma, Kinh dị",https://cinema.momocdn.net/img/90211200220824070-pMj9d6jITjjo0fLHZX91E6GcdH2.jpg
Khỉ Con Lon Ton Thế Giới,https://www.momo.vn/cinema/around-the-world-in-80-days-854/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/87461865788153913-8l2buCZeOsADD2tr4SbY9Ekm5II.jpg
Ký Sinh Dưới Lòng Đất,https://www.momo.vn/cinema/they-crawl-beneath-845/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/85815851863073897-zqeJdwsPcsIq9FmrAEUXzRVRCRM.jpg
Truy Sát Tận Cùng,https://www.momo.vn/cinema/there-are-no-saints-818/review,"Gay cấn, Hình sự, Hành động",https://cinema.momocdn.net/img/82695949057132290-1KctJpQ7OJG4e1CLCf559FyfZVj.jpg
Chuyến Phiêu Lưu Của Pil,https://www.momo.vn/cinema/pils-adventures-691/review,"Phiêu lưu, Khoa học - Viễn tưởng, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143129-637909002892617995.jpg
Biệt Đội Phi Hành Cún,https://www.momo.vn/cinema/space-dogs-tropical-adventure-669/review,"Gia đình, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143040-637909002407825660.jpg
Quái Xế Giao Hàng,https://www.momo.vn/cinema/special-delivery-638/review,"Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142917-637909001579191280.jpg
"Ối Trời Ơi: Chuyến Phiêu Lưu Đầy ""Thú"" Vị",https://www.momo.vn/cinema/ooops-the-adventure-continues-518/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142503-637908999038357052.jpg
Báo Ứng,https://www.momo.vn/cinema/school-strange-stories-karma-569/review,Kinh dị,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142644-637909000040411697.jpeg
Siêu Trộm Đường Phố,https://www.momo.vn/cinema/twist-465/review,"Chính kịch, Hình sự, Hành động",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142345-637908998251912171.jpg
Vùng Trời Tử Thần,https://www.momo.vn/cinema/horizon-line-507/review,Gay cấn,https://homepage.momocdn.net/cinema/momo-cdn-api-220615142434-637908998743143194.jpg
Công Chúa Nổi Loạn: Nhiệm Vụ Giải Cứu Hoàng Gia,https://www.momo.vn/cinema/rebellious-24130/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/51331951407379706-l30cJrcUOCYFyyMZ5nRxknq9fVR.jpg
BOCCHI THE ROCK! Recap Part 2,https://www.momo.vn/cinema/bocchi-the-rock-recap-part-2-24082/review,"Âm Nhạc, Hài, Hoạt hình",https://cinema.momocdn.net/img/58255282700049644-bAwlPvcKjtFX0F8bz4GQVRwcIEu.jpg
Sugar Baby: Nghiệp,https://www.momo.vn/cinema/sugar-baby-karma-24058/review,"Gay cấn, Tâm lý",https://cinema.momocdn.net/img/57224925915375310-1_1x1.jpg
Tuổi Mới Tập Iu,https://www.momo.vn/cinema/14-again-i-love-you-two-thousand-23709/review,"Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/26418005751404756-qk9r1KRLE0IapvO7YO9seRsLPRT.jpg
Tình Bạn Diệu Kỳ,https://www.momo.vn/cinema/the-inseparables-23630/review,"Gia đình, Phiêu lưu, Hài, Hoạt hình",https://cinema.momocdn.net/img/18545149033223165-6rhFfbI03esU1FlhEsa0OvoGCym.jpg
Từ Ghét Ghét Thành Thương Thương,https://www.momo.vn/cinema/the-perfect-couple-963/review,"Phiêu lưu, Tình cảm, Hài, Lãng mạn",https://cinema.momocdn.net/img/5221235881393456-maxresdefault.jpg
Ông Trùm Mông Má,https://www.momo.vn/cinema/men-of-plastic-903/review,"Tâm lý, Hài",https://cinema.momocdn.net/img/92995707129382515-15EgH2UPtr98MFkNajU6BjBTEcf.jpg
Đại Ca Miệt Vườn,https://www.momo.vn/cinema/come-back-home-878/review,"Chính kịch, Hài",https://cinema.momocdn.net/img/90141214385780495-yiYwRU9nAYZDQkZi8l4DMnYpcmz.jpg
NCT Dream The Movie: In A Dream,https://www.momo.vn/cinema/nct-dream-the-movie-in-a-dream-875/review,"Âm Nhạc, Tài liệu",https://cinema.momocdn.net/img/89449332577287677-fP5wcmD3m1AiZuFXMDWAZQ47fWq.jpg
Đưa Em Mối Tình Đầu,https://www.momo.vn/cinema/life-is-beautiful-849/review,"Chính kịch, Âm Nhạc, Tâm lý, Tình cảm, Lãng mạn",https://cinema.momocdn.net/img/86854626558820603-hS2NJsSNNtmDflANdVuv9jJUm86.jpg
Memento Mori: Đất,https://www.momo.vn/cinema/memento-mori-dat-837/review,Tâm lý,https://cinema.momocdn.net/img/84535195566339658-brI2aKrXoCddmIZlw8UeALmnLUX.jpg
Shin Ultraman,https://www.momo.vn/cinema/shin-ultraman-836/review,"Chính kịch, Khoa học - Viễn tưởng, Hành động",https://cinema.momocdn.net/img/84436322790925268-oDssywRwolqmDfHm3k0SrdcVzvs.jpg
Kẻ Đào Mồ,https://www.momo.vn/cinema/ke-dao-mo-631/review,"Chính kịch, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142915-637909001551937846.jpg
Hầm Khải Huyền,https://www.momo.vn/cinema/the-cellar-693/review,"Bí ẩn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143132-637909002923890360.jpg
Ngày 24...,https://www.momo.vn/cinema/the-advent-calendar-668/review,"Gay cấn, Ma, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615143038-637909002389983585.jpg
Khử Nghiệp,https://www.momo.vn/cinema/tailgate-654/review,"Gay cấn, Kinh dị",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142956-637909001963318092.jpg
Địa Đạo Đẫm Máu,https://www.momo.vn/cinema/meander-606/review,"Chính kịch, Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142807-637909000875316467.jpg
Biệt Đội Săn Ma: Chuyển Kiếp,https://www.momo.vn/cinema/ghostbusters-afterlife-598/review,"Ma, Phiêu lưu, Khoa học - Viễn tưởng, Hài",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142743-637909000633482550.jpg
Mở Mắt Thấy Hôm Qua,https://www.momo.vn/cinema/palm-springs-553/review,"Bí ẩn, Vòng lặp, Hack Não, Khoa học - Viễn tưởng, Hài, Lãng mạn",https://homepage.momocdn.net/cinema/momo-cdn-api-220615142606-637908999664854095.jpg
Gã Trùm Vô Danh,https://www.momo.vn/cinema/faceless-boss-24053/review,"Chính kịch, Hình sự, Hành động",https://cinema.momocdn.net/img/56918489609118465-Capture-2024-10-02-114149.png
Hắn: Ác Mộng Quỷ Dữ,https://www.momo.vn/cinema/this-man-24049/review,Kinh dị,https://cinema.momocdn.net/img/56580958054683366-r56a7mdF9hgRKdbFfVXBGcDUpMS.jpg
Kết Nối Tử Thần,https://www.momo.vn/cinema/latency-24048/review,"Gay cấn, Kinh dị, Khoa học - Viễn tưởng",https://cinema.momocdn.net/img/56492104895906920-nA9hAUFyS3V8AkAMgNf3wEH7IMv.jpg
